title;phones;city;address;instagram;whatsapp;e-mails;url
TUMAR;+7‒778‒050‒91‒91;shymkent;микрорайон Восток, 115;https://www.instagram.com/chaikhana_tumar_halal/;https://api.whatsapp.com/send/?phone=77780509191&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001038208273/69.647166%2C42.340764
ЕКI ШАЛ;;shymkent;улица Аль-Фараби, 34;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001026516259/69.55758%2C42.348632
TANG RAMEN BAR;+7‒778‒004‒20‒30,+7‒778‒004‒20‒50;shymkent;улица Туркестанская, 2/1;https://www.instagram.com/tang.kz/;https://api.whatsapp.com/send/?phone=77780042050&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001061235144/69.594823%2C42.31596
МАНТНАЯ №1;+7‒707‒153‒01‒01,+7‒776‒053‒01‒01;shymkent;проспект Тауке хана, 81;https://www.instagram.com/mantnaya_1/;https://api.whatsapp.com/send/?phone=77760530101&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001026020785/69.614502%2C42.314471
ТЕРЕМОК;+7‒775‒000‒52‒52,+7 (7252) 51‒97‒50;shymkent;улица Желтоксан, 178;https://www.instagram.com/kafe_teremok_shymkent/;https://api.whatsapp.com/send/?phone=77750005252&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001026178412/69.633889%2C42.315442
САРДАР;+7‒702‒152‒82‒43,+7‒778‒839‒25‒00;shymkent;улица Аль-Фараби, 78;;https://api.whatsapp.com/send/?phone=77021528243&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001027296282/69.554818%2C42.352695
СҮНДЕТ;+7‒705‒897‒92‒92;shymkent;улица Аргынбекова, 9/7;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001033919710/69.584117%2C42.367131
SINOBI SUSHI;+7‒700‒188‒08‒88,+7‒708‒011‒08‒88;shymkent;улица Гагарина, 35;https://www.instagram.com/sinobisushi_shymkent/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001062161399/69.570023%2C42.307554
АҚ ЖОЛ;+7‒775‒832‒00‒96;shymkent;Алматинская трасса, 11/5;https://www.instagram.com/ak_zhol_kafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/15/firm/70000001027876916/69.571528%2C42.400138
KHAN KEBAB;+7‒705‒240‒92‒11;shymkent;улица Желтоксан, 8;https://www.instagram.com/khankebab.cafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001029197088/69.584515%2C42.324115
ЛАДУШКИ;+7 (7252) 60‒53‒64,+7‒702‒006‒57‒11;shymkent;Тамерлановское шоссе, 6а;https://www.instagram.com/ladushki.kz/;https://api.whatsapp.com/send/?phone=77020065711&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;digmarketing@ladushki.kz;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001026022299/69.580846%2C42.323963
ХИЛТОН;+7‒778‒404‒10‒40,+7‒777‒886‒92‒47;shymkent;улица Рыскулова, 7;;https://api.whatsapp.com/send/?phone=77778869247&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001026187535/69.642143%2C42.334483
КУКСИ;;shymkent;улица Гани Иляева, 90;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001026016359/69.609248%2C42.318208
ARSHA TBILISI;+7‒775‒538‒02‒02,+7‒705‒375‒81‒66;shymkent;улица Оспанова, 18;https://www.instagram.com/arsha_tbilisi/;https://api.whatsapp.com/send/?phone=77053758166&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001025970485/69.574029%2C42.318327
NARLEN;+7‒775‒855‒53‒73,+7‒775‒894‒89‒78;shymkent;улица Дербес, 2/1;https://www.instagram.com/narlen__shymkent/;https://api.whatsapp.com/send/?phone=77758555373&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001038117541/69.655653%2C42.35018
МАДЛЕН;+7 (7252) 32‒10‒72;shymkent;улица Рыскулова, 26;https://www.instagram.com/madlen.shymkent/;;www.madlen.kz;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001025959016/69.624514%2C42.342045
UAHHARA;+7‒775‒888‒29‒82,+7‒775‒888‒29‒81;shymkent;улица Акпан батыра, 2;https://www.instagram.com/uaharra_shaihana/;https://api.whatsapp.com/send/?phone=77758882982&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001026015691/69.612588%2C42.310664
КАРАВАН;+7‒778‒111‒70‒11;shymkent;улица Жибек жолы, 66/5;https://www.instagram.com/karavan_na_kabisko/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001026760062/69.65519%2C42.330379
BAYAN;+7 (7252) 31‒84‒78,+7 (7252) 31‒84‒79,+7‒778‒649‒06‒96,+7‒776‒252‒33‒99;shymkent;проспект Абая, 10;https://www.instagram.com/hotel_bayan_/;https://api.whatsapp.com/send/?phone=77762523399&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;hotel_bayan@mail.ru;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001028467576/69.557628%2C42.315674
GOLD STAR;+7‒747‒195‒19‒68;shymkent;улица Изенди, 2;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/16/firm/70000001064647592/69.565171%2C42.371667
ЮЖНОЕ;+7‒708‒858‒71‒60;shymkent;улица Каратал, 2/1;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001028592072/69.520997%2C42.346002
РАЙСКИЙ САД;+7‒776‒357‒06‒66;shymkent;проспект Тауке хана, 170/4;https://www.instagram.com/rayiskiy_sad/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026027441/69.621652%2C42.312303
АЛТЫН САМҰРЫҚ;+7‒775‒335‒62‒95;shymkent;Тамерлановское шоссе, 144в;;https://api.whatsapp.com/send/?phone=77753356295&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026016874/69.53981%2C42.346094
BARBEQUE;+7 (7252) 33‒91‒27,+7‒778‒357‒46‒02;shymkent;улица Бейбитшилик, 22;https://www.instagram.com/bbq.koreancafe/;https://api.whatsapp.com/send/?phone=77783574602&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001025995891/69.582633%2C42.323404
КОК ЧАЙ;+7 (7252) 57‒85‒87,+7‒778‒849‒77‒00,+7‒702‒333‒99‒00;shymkent;улица Желтоксан, 203;https://www.instagram.com/kok_chay/;https://api.whatsapp.com/send/?phone=77023339900&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001030141795/69.635742%2C42.315296
ВАГИФ;+7 (7252) 53‒48‒62;shymkent;улица Казыбек Би, 48/2;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026867455/69.606263%2C42.323179
АССАЛАУМАҒАЛЕЙКУМ;+7‒775‒333‒37‒74,+7‒778‒058‒14‒68;shymkent;улица Шокана Уалиханова, 215В/1;https://www.instagram.com/assalaumagaleykum/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026084570/69.641452%2C42.325132
ҚАЙНАР;+7‒775‒336‒99‒00;shymkent;улица Аргынбекова, 103;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026488043/69.59855%2C42.362802
COFFEEBOOM;+7‒777‒769‒50‒90;shymkent;улица Желтоксан, 17а;https://www.instagram.com/coffeeboom.shymkent/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001039282973/69.596866%2C42.324754
PRADO;+7‒707‒555‒91‒61,+7‒707‒824‒15‒41,+7‒707‒689‒16‒04;shymkent;улица Аль-Фараби, 2г;https://www.instagram.com/prado_kz/;https://api.whatsapp.com/send/?phone=77075559161&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026044751/69.559426%2C42.340039
БИЫК БАСТАУ;+7‒778‒464‒90‒20;shymkent;улица Мадели Кожа, 134;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026150977/69.618224%2C42.326718
МИР ПИЦЦЫ;+7 (7252) 56‒22‒65,+7‒775‒073‒00‒07;shymkent;улица Аскарова, 16а;https://www.instagram.com/mirpizzy_shym/;https://api.whatsapp.com/send/?phone=77756486293&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/17/firm/70000001026008064/69.580306%2C42.318103
КАРИНА;+7 (7252) 53‒05‒57,+7‒707‒151‒82‒02;shymkent;улица Туркестанская, 187;https://www.instagram.com/karina.cafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001033469296/69.619258%2C42.310122
ТАСҚҰДЫҚ;+7 (7252) 51‒84‒92,+7‒775‒005‒66‒88;shymkent;улица Жолдасбекова, 71;https://www.instagram.com/hotel_taskudik/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026016169/69.626591%2C42.321923
RIO;+7‒701‒712‒23‒09;shymkent;улица Гагарина, 153;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026566125/69.550356%2C42.320909
HOGO GRAND;+7‒747‒702‒07‒53,+7‒775‒000‒08‒83;shymkent;улица Желтоксан, 269/2;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001050067503/69.645947%2C42.312924
ОМАРХАН АТА;;shymkent;проспект Абая, 14/1;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026085259/69.558685%2C42.316184
КОФЕМОЛКА;+7‒701‒9000‒145;shymkent;проспект Тауке хана, 64;https://www.instagram.com/coffeemolka_shymkent/;https://api.whatsapp.com/send/?phone=77019000145&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026040680/69.603816%2C42.3166
КОФЕМОЛКА;+7‒775‒110‒01‒45;shymkent;улица Жамалбека Шаймерденова, 13/2;https://www.instagram.com/coffeemolka_shymkent/;https://api.whatsapp.com/send/?phone=77751100145&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001056925185/69.599822%2C42.320821
НУЛИФАР;+7‒701‒263‒06‒07;shymkent;улица Аскарова, 24;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026007859/69.578933%2C42.318679
РАХАТ;+7‒747‒644‒83‒98;shymkent;улица Дулати, 187;https://www.instagram.com/shymkent_raxat/;https://api.whatsapp.com/send/?phone=77476448398&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026078175/69.610745%2C42.340493
CHAIHANA;+7‒705‒242‒26‒50;shymkent;улица Торекулова, 59;https://www.instagram.com/chaihana_shymkent/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001041233934/69.608883%2C42.324636
ANKARA PATISSERIE;+7‒707‒676‒17‒05,+7‒702‒778‒30‒30;shymkent;улица Мектеп откели, 49;https://www.instagram.com/ankara_kebab_house/;https://api.whatsapp.com/send/?phone=77027783030&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001050914984/69.633366%2C42.319634
АЛТЫН БАЛЫҚ;+7‒707‒739‒00‒98,+7‒702‒462‒61‒86;shymkent;улица Аль-Фараби, 46;https://www.instagram.com/altyn_balyk_telman/;https://api.whatsapp.com/send/?phone=77077390098&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/18/firm/70000001026517967/69.556968%2C42.34965
7 ЛУЗА;;shymkent;проспект Байдибек би, 75/1;https://www.instagram.com/7luza.nursat/;https://api.whatsapp.com/send/?phone=77784851997&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001026488720/69.619093%2C42.361323
НА СОВЕТСКОЙ;+7‒775‒129‒28‒48,+7 (7252) 53‒71‒00;shymkent;улица Казыбек Би, 72а/1;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001025771616/69.607936%2C42.327299
КАРАВЕЛЛА;+7 (7252) 21‒29‒52,+7‒777‒381‒66‒78;shymkent;улица Желтоксан, 20;;https://api.whatsapp.com/send/?phone=77773816678&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001026068963/69.591852%2C42.325178
АЙБОЛ;+7‒775‒255‒11‒54;shymkent;улица Сиргели, 14;https://www.instagram.com/aibol_kafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001026524686/69.663184%2C42.378108
МАРС;+7 (7252) 43‒33‒74,+7‒701‒362‒92‒29;shymkent;улица Сапарбаева, 100/1;https://www.instagram.com/_kafe_mars/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001026014785/69.621297%2C42.324483
LABRADOR;+7 (7252) 44‒61‒44,+7‒778‒444‒61‒44;shymkent;микрорайон Сайрам, 8Б;https://www.instagram.com/labrador_letopark_saq.monshasy/;https://api.whatsapp.com/send/?phone=77784446144&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001025991604/69.636728%2C42.341427
ЮЖНЫЙ ДВОРИК;+7‒747‒900‒44‒54;shymkent;улица Азим Пайзахметов, 46а;https://www.instagram.com/_jyjnyidvorik_/;https://api.whatsapp.com/send/?phone=77479004454&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001044712546/69.522253%2C42.343142
HACHAPURNAYA №1;+7‒700‒517‒55‒55;shymkent;проспект Тауке хана, 85;https://www.instagram.com/hachapurnaya_no1/;https://api.whatsapp.com/send/?phone=77005175555&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001045500384/69.615193%2C42.314309
YAGODA CAFE;+7‒747‒535‒90‒03;shymkent;проспект Тауке хана, 98;https://www.instagram.com/yagoda_cafe/;https://api.whatsapp.com/send/?phone=77475359003&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001057747296/69.611507%2C42.314838
ТЕХАС;+7‒778‒965‒49‒79;shymkent;18-й микрорайон, 62;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001025943835/69.631272%2C42.34021
STEAK FIELD;+7‒701‒989‒80‒02;shymkent;улица Гани Иляева, 37;https://www.instagram.com/steakfield_cafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001025967252/69.598452%2C42.321093
THEПАПА BY MEYRAM GROUP;+7‒775‒500‒55‒52;shymkent;улица Рыскулова, 49а;https://www.instagram.com/thepapa.kz/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/19/firm/70000001030460756/69.639822%2C42.339205
